USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         113  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/5:1H-events_highpri]
root         114  0.0  0.0      0     0 ?        S    13:11   0:00 [kswapd0]
root         115  0.0  0.0      0     0 ?        S    13:11   0:00 [ecryptfs-kthread]
root         116  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-kthro]
root         117  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-acpi_]
root         123  0.0  0.0      0     0 ?        S    13:11   0:00 [hwrng]
root         124  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-hfi-u]
root         125  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-mld]
root         126  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/2:1H-events_highpri]
root         127  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-ipv6_]
root         134  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-kstrp]
root         154  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-charg]
root         178  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/9:1H-events_highpri]
root         181  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/6:1H-events_highpri]
root         182  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/0:1H-events_highpri]
root         200  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/4:1H-kblockd]
root         201  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/3:1H-kblockd]
root         202  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/7:1H-events_highpri]
root         204  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/1:1H-kblockd]
root         205  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/11:1H-kblockd]
root         229  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/8:1H-kblockd]
root         230  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/10:1H-events_highpri]
root         298  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-nvme-]
root         299  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-nvme-]
root         300  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-nvme-]
root         301  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/R-nvme-]
root         303  0.0  0.0      0     0 ?        S    13:11   0:00 [irq/160-VEN_04F3:00]
